architecture,workload,phase,status,makespan,payload_bytes_per_cycle,p99,bank_utilization,rmw,hol,buffer_bits,switch_proxy_bits,run_dir
B64_G64_modulo0,stride,mapping,PASS,140,116.199,125,0.113475,0,0,4947968,2322432,runs/mapping-B64_G64_modulo0-stride-0f6c00b2d0c2f1cc
B64_G64_modulo0,xor_adversary,mapping,PASS,521,31.387,504,0.0306513,0,0,4947968,2322432,runs/mapping-B64_G64_modulo0-xor_adversary-82801d4047aedb5d
B64_G64_xor0,stream,mapping,PASS,28,564.966,13,0.551724,0,0,4947968,2322432,runs/mapping-B64_G64_xor0-stream-8c826a3c87ef12c1
B64_G64_xor0,stride,mapping,PASS,45,356.174,37,0.347826,0,0,4947968,2322432,runs/mapping-B64_G64_xor0-stride-234499448b97bea2
B64_G64_xor0,xor_adversary,mapping,PASS,74,218.453,60,0.213333,0,0,4947968,2322432,runs/mapping-B64_G64_xor0-xor_adversary-5163553316a6c507
B64_G64_xor1,stream,mapping,PASS,28,564.966,13,0.551724,0,0,4947968,2322432,runs/mapping-B64_G64_xor1-stream-6be292ae30cacd90
B64_G64_xor1,stride,mapping,PASS,76,212.779,67,0.207792,0,0,4947968,2322432,runs/mapping-B64_G64_xor1-stride-d1ea1a4187347319
B64_G64_xor1,xor_adversary,mapping,PASS,50,321.255,39,0.313725,0,0,4947968,2322432,runs/mapping-B64_G64_xor1-xor_adversary-235b263773e09347
B64_G64_xor2,stream,mapping,PASS,28,564.966,13,0.551724,0,0,4947968,2322432,runs/mapping-B64_G64_xor2-stream-f866476edfe2fb12
B64_G64_xor2,stride,mapping,PASS,116,140.034,101,0.136752,0,0,4947968,2322432,runs/mapping-B64_G64_xor2-stride-76712e2dcf19f11e
B64_G64_xor2,xor_adversary,mapping,PASS,49,327.68,39,0.32,0,0,4947968,2322432,runs/mapping-B64_G64_xor2-xor_adversary-38e1d26d2d55ab52
B64_G64_xor3,stream,mapping,PASS,28,564.966,13,0.551724,0,0,4947968,2322432,runs/mapping-B64_G64_xor3-stream-9fe36dddd5126a34
B64_G64_xor3,stride,mapping,PASS,140,116.199,125,0.113475,0,0,4947968,2322432,runs/mapping-B64_G64_xor3-stride-209bc2cdf793e3d7
B64_G64_xor3,xor_adversary,mapping,PASS,80,202.272,69,0.197531,0,0,4947968,2322432,runs/mapping-B64_G64_xor3-xor_adversary-454f6eab98b0d3ab
B64_G128_modulo0,stream,mapping,PASS,32,496.485,17,0.484848,0,0,4947968,2322432,runs/mapping-B64_G128_modulo0-stream-7214b8740b871489
B64_G128_modulo0,stride,mapping,PASS,143,113.778,128,0.111111,0,0,4947968,2322432,runs/mapping-B64_G128_modulo0-stride-af5aea2c21a131d5
B64_G128_modulo0,xor_adversary,mapping,PASS,1033,15.8453,1016,0.0154739,0,0,4947968,2322432,runs/mapping-B64_G128_modulo0-xor_adversary-4f5605d45e0005a4
B64_G128_xor0,stream,mapping,PASS,32,496.485,17,0.484848,0,0,4947968,2322432,runs/mapping-B64_G128_xor0-stream-1dcf683014b5ff08
B64_G128_xor0,stride,mapping,PASS,50,321.255,37,0.313725,0,0,4947968,2322432,runs/mapping-B64_G128_xor0-stride-3372d1016c71bb89
B64_G128_xor0,xor_adversary,mapping,PASS,82,197.398,71,0.192771,0,0,4947968,2322432,runs/mapping-B64_G128_xor0-xor_adversary-b2b50bf0dcac7973
B64_G128_xor1,stream,mapping,PASS,32,496.485,17,0.484848,0,0,4947968,2322432,runs/mapping-B64_G128_xor1-stream-45a963a885a2c675
B64_G128_xor1,stride,mapping,PASS,80,202.272,72,0.197531,0,0,4947968,2322432,runs/mapping-B64_G128_xor1-stride-8c7a54756965f2cd
B64_G128_xor1,xor_adversary,mapping,PASS,81,199.805,71,0.195122,0,0,4947968,2322432,runs/mapping-B64_G128_xor1-xor_adversary-2ad9fe9e56532873
B64_G128_xor2,stream,mapping,PASS,32,496.485,17,0.484848,0,0,4947968,2322432,runs/mapping-B64_G128_xor2-stream-a6b8a1df8660c3bd
B64_G128_xor2,stride,mapping,PASS,124,131.072,110,0.128,0,0,4947968,2322432,runs/mapping-B64_G128_xor2-stride-f3b4df7a127820e0
B64_G128_xor2,xor_adversary,mapping,PASS,81,199.805,71,0.195122,0,0,4947968,2322432,runs/mapping-B64_G128_xor2-xor_adversary-632e31c24ad25390
B64_G128_xor3,stream,mapping,PASS,32,496.485,17,0.484848,0,0,4947968,2322432,runs/mapping-B64_G128_xor3-stream-79b000b7cb233c41
B64_G128_xor3,stride,mapping,PASS,143,113.778,128,0.111111,0,0,4947968,2322432,runs/mapping-B64_G128_xor3-stride-dcfc5cdc7acb8f8a
B64_G128_xor3,xor_adversary,mapping,PASS,144,112.993,134,0.110345,0,0,4947968,2322432,runs/mapping-B64_G128_xor3-xor_adversary-516e7a049948d57b
B64_G256_modulo0,stream,mapping,PASS,41,390.095,26,0.380952,0,0,4947968,2322432,runs/mapping-B64_G256_modulo0-stream-95dbeb4a90e433f2
B64_G256_modulo0,stride,mapping,PASS,78,207.392,65,0.202532,0,0,4947968,2322432,runs/mapping-B64_G256_modulo0-stride-e48410655b5b861c
B64_G256_modulo0,xor_adversary,mapping,PASS,1033,15.8453,1016,0.0154739,0,0,4947968,2322432,runs/mapping-B64_G256_modulo0-xor_adversary-7135c9614bfbe2cb
B64_G256_xor0,stream,mapping,PASS,41,390.095,26,0.380952,0,0,4947968,2322432,runs/mapping-B64_G256_xor0-stream-c34df4135150b28a
B64_G256_xor0,stride,mapping,PASS,50,321.255,37,0.313725,0,0,4947968,2322432,runs/mapping-B64_G256_xor0-stride-1ce561ae96de7ecf
B64_G256_xor0,xor_adversary,mapping,PASS,81,199.805,71,0.195122,0,0,4947968,2322432,runs/mapping-B64_G256_xor0-xor_adversary-f35609cc143fdbbf
B64_G256_xor1,stream,mapping,PASS,41,390.095,26,0.380952,0,0,4947968,2322432,runs/mapping-B64_G256_xor1-stream-e319fcc1f5dc44f8
B64_G256_xor1,stride,mapping,PASS,76,212.779,65,0.207792,0,0,4947968,2322432,runs/mapping-B64_G256_xor1-stride-0d5a8b44111b05ac
B64_G256_xor1,xor_adversary,mapping,PASS,81,199.805,71,0.195122,0,0,4947968,2322432,runs/mapping-B64_G256_xor1-xor_adversary-22de4bfc1f32e88f
B64_G256_xor2,stream,mapping,PASS,41,390.095,26,0.380952,0,0,4947968,2322432,runs/mapping-B64_G256_xor2-stream-0db6f5f077d8b7e0
B64_G256_xor2,stride,mapping,PASS,78,207.392,65,0.202532,0,0,4947968,2322432,runs/mapping-B64_G256_xor2-stride-c6004f7833f17631
B64_G256_xor2,xor_adversary,mapping,PASS,144,112.993,134,0.110345,0,0,4947968,2322432,runs/mapping-B64_G256_xor2-xor_adversary-8c9f889574c57f78
B64_G256_xor3,stream,mapping,PASS,41,390.095,26,0.380952,0,0,4947968,2322432,runs/mapping-B64_G256_xor3-stream-0a59ebf0fb4e5d0b
B64_G256_xor3,stride,mapping,PASS,78,207.392,65,0.202532,0,0,4947968,2322432,runs/mapping-B64_G256_xor3-stride-563ea35f72467c9c
B64_G256_xor3,xor_adversary,mapping,PASS,270,60.4576,259,0.0590406,0,0,4947968,2322432,runs/mapping-B64_G256_xor3-xor_adversary-264c445155ef0196
B64_G512_modulo0,stream,mapping,PASS,56,287.439,41,0.280702,0,0,4947968,2322432,runs/mapping-B64_G512_modulo0-stream-38bc64ce60be73c6
B64_G512_modulo0,stride,mapping,PASS,52,309.132,38,0.301887,0,0,4947968,2322432,runs/mapping-B64_G512_modulo0-stride-608ee9fd365b036c
B64_G512_modulo0,xor_adversary,mapping,PASS,1033,15.8453,1016,0.0154739,0,0,4947968,2322432,runs/mapping-B64_G512_modulo0-xor_adversary-a77a0043037e9c2c
B64_G512_xor0,stream,mapping,PASS,56,287.439,41,0.280702,0,0,4947968,2322432,runs/mapping-B64_G512_xor0-stream-7ccb0adf1061a7a2
B64_G512_xor0,stride,mapping,PASS,50,321.255,37,0.313725,0,0,4947968,2322432,runs/mapping-B64_G512_xor0-stride-c59cae096c5a6a0b
B64_G512_xor0,xor_adversary,mapping,PASS,81,199.805,71,0.195122,0,0,4947968,2322432,runs/mapping-B64_G512_xor0-xor_adversary-02df24dc51625d67
B64_G512_xor1,stream,mapping,PASS,56,287.439,41,0.280702,0,0,4947968,2322432,runs/mapping-B64_G512_xor1-stream-b53e741557722193
B64_G512_xor1,stride,mapping,PASS,52,309.132,38,0.301887,0,0,4947968,2322432,runs/mapping-B64_G512_xor1-stride-391a49b337376df0
B64_G512_xor1,xor_adversary,mapping,PASS,144,112.993,134,0.110345,0,0,4947968,2322432,runs/mapping-B64_G512_xor1-xor_adversary-2be07a1ced5e36ae
B64_G512_xor2,stream,mapping,PASS,56,287.439,41,0.280702,0,0,4947968,2322432,runs/mapping-B64_G512_xor2-stream-91adac1d674f8da3
B64_G512_xor2,stride,mapping,PASS,52,309.132,38,0.301887,0,0,4947968,2322432,runs/mapping-B64_G512_xor2-stride-c6ba48d342276eed
B64_G512_xor2,xor_adversary,mapping,PASS,270,60.4576,259,0.0590406,0,0,4947968,2322432,runs/mapping-B64_G512_xor2-xor_adversary-e45f6e28c1ec06e0
B64_G512_xor3,stream,mapping,PASS,56,287.439,41,0.280702,0,0,4947968,2322432,runs/mapping-B64_G512_xor3-stream-394e0814ca6d754e
B64_G512_xor3,stride,mapping,PASS,52,309.132,38,0.301887,0,0,4947968,2322432,runs/mapping-B64_G512_xor3-stride-f025bbdd568baf54
B64_G512_xor3,xor_adversary,mapping,PASS,522,31.327,510,0.0305927,0,0,4947968,2322432,runs/mapping-B64_G512_xor3-xor_adversary-04df155908d36601
B64_G2048_modulo0,stream,mapping,PASS,151,107.789,136,0.105263,0,0,4947968,2322432,runs/mapping-B64_G2048_modulo0-stream-00eee3217ecc16eb
B64_G2048_modulo0,stride,mapping,PASS,75,215.579,72,0.210526,0,0,4947968,2322432,runs/mapping-B64_G2048_modulo0-stride-015511478b12aa68
B64_G2048_modulo0,xor_adversary,mapping,PASS,265,61.594,252,0.0601504,0,0,4947968,2322432,runs/mapping-B64_G2048_modulo0-xor_adversary-64886a99a533a459
B64_G2048_xor0,stream,mapping,PASS,151,107.789,136,0.105263,0,0,4947968,2322432,runs/mapping-B64_G2048_xor0-stream-b371200c311c1c71
B64_G2048_xor0,stride,mapping,PASS,75,215.579,72,0.210526,0,0,4947968,2322432,runs/mapping-B64_G2048_xor0-stride-e2b185a2f6a26e12
B64_G2048_xor0,xor_adversary,mapping,PASS,81,199.805,71,0.195122,0,0,4947968,2322432,runs/mapping-B64_G2048_xor0-xor_adversary-d21e14753d44a35b
B64_G2048_xor1,stream,mapping,PASS,151,107.789,136,0.105263,0,0,4947968,2322432,runs/mapping-B64_G2048_xor1-stream-9d09536dcb0d2d5e
B64_G2048_xor1,stride,mapping,PASS,75,215.579,72,0.210526,0,0,4947968,2322432,runs/mapping-B64_G2048_xor1-stride-2a58aeb1f32825ee
B64_G2048_xor1,xor_adversary,mapping,PASS,141,115.38,132,0.112676,0,0,4947968,2322432,runs/mapping-B64_G2048_xor1-xor_adversary-7baf2e62021a458b
B64_G2048_xor2,stream,mapping,PASS,151,107.789,136,0.105263,0,0,4947968,2322432,runs/mapping-B64_G2048_xor2-stream-de3c08c133ef181f
B64_G2048_xor2,stride,mapping,PASS,75,215.579,72,0.210526,0,0,4947968,2322432,runs/mapping-B64_G2048_xor2-stride-e36ef5dc425cbfe6
B64_G2048_xor2,xor_adversary,mapping,PASS,233,70.0171,211,0.0683761,0,0,4947968,2322432,runs/mapping-B64_G2048_xor2-xor_adversary-f80b42cb0da4e162
B64_G2048_xor3,stream,mapping,PASS,151,107.789,136,0.105263,0,0,4947968,2322432,runs/mapping-B64_G2048_xor3-stream-d24624efc5cd540c
B64_G2048_xor3,stride,mapping,PASS,75,215.579,72,0.210526,0,0,4947968,2322432,runs/mapping-B64_G2048_xor3-stride-098cc7ab4c06a28a
B64_G2048_xor3,xor_adversary,mapping,PASS,265,61.594,252,0.0601504,0,0,4947968,2322432,runs/mapping-B64_G2048_xor3-xor_adversary-ca1f6679551f6282
C0,gemm,train,PASS,3922,100.233,384,0.0978843,0,0,3866624,825344,runs/train-C0-gemm-3b802bbd93b6427f
C0,gemm_tail,train,PASS,1712,52.6048,90,0.0513719,0,0,3866624,825344,runs/train-C0-gemm_tail-ade74bc6889f5ce4
C0,prefill,train,PASS,6374,25.7004,12,0.025098,0,0,3866624,825344,runs/train-C0-prefill-6bd7a6f256abd907
C0,decode,train,PASS,3867,68.302,10,0.0669597,0,0,3866624,825344,runs/train-C0-decode-dcd9f301e21f2894
C0,convolution,train,PASS,2724,46.6906,299,0.0455963,0,0,3866624,825344,runs/train-C0-convolution-dc59c61227b97114
C0,transpose,train,PASS,149,218.453,12,0.213333,0,0,3866624,825344,runs/train-C0-transpose-dd04f1998722db0a
C0,concurrent,train,PASS,13608,67.4189,768,0.0658388,0,0,3866624,825344,runs/train-C0-concurrent-02a13f661887d731
C0,embedding_11,train,PASS,134,246.519,15,0.251852,0,0,3866624,825344,runs/train-C0-embedding_11-49e0ae1d7f34066f
C0,embedding_23,train,PASS,135,244.706,14,0.25,0,0,3866624,825344,runs/train-C0-embedding_23-8484777542699a1b
C0,embedding_37,train,PASS,135,244.706,14,0.25,0,0,3866624,825344,runs/train-C0-embedding_37-bb1375d37fdc8314
C0,embedding_53,train,PASS,135,244.706,13,0.25,0,0,3866624,825344,runs/train-C0-embedding_53-787f1a740ca79f36
C0,embedding_71,train,PASS,134,246.519,15,0.251852,0,0,3866624,825344,runs/train-C0-embedding_71-d4c3a6db47b691d9
B8_G2048_xor1,gemm,train,PASS,3412,115.211,131,0.112511,0,0,3055616,132608,runs/train-B8_G2048_xor1-gemm-aa3cb063d6933197
B8_G2048_xor1,gemm_tail,train,PASS,1642,54.846,25,0.0535606,0,0,3055616,132608,runs/train-B8_G2048_xor1-gemm_tail-183dddb51cf53db2
B8_G2048_xor1,prefill,train,PASS,6372,25.7085,10,0.0251059,0,0,3055616,132608,runs/train-B8_G2048_xor1-prefill-6627c9bf6a0a87cd
B8_G2048_xor1,decode,train,PASS,3877,68.1258,15,0.0683342,0,0,3055616,132608,runs/train-B8_G2048_xor1-decode-5f1583567820b76d
B8_G2048_xor1,convolution,train,PASS,2769,45.9321,322,0.0521661,0,0,3055616,132608,runs/train-B8_G2048_xor1-convolution-0532d6063068dace
B8_G2048_xor1,transpose,train,PASS,185,176.172,36,0.344086,0,0,3055616,132608,runs/train-B8_G2048_xor1-transpose-b7fee5c47956b016
B8_G2048_xor1,concurrent,train,PASS,13255,69.2142,771,0.09656,0,0,3055616,132608,runs/train-B8_G2048_xor1-concurrent-9970dafbe8ec9359
B8_G2048_xor1,embedding_11,train,PASS,165,200.482,22,0.240964,0,0,3055616,132608,runs/train-B8_G2048_xor1-embedding_11-d15d209c08a85e82
B8_G2048_xor1,embedding_23,train,PASS,166,199.281,23,0.239521,0,0,3055616,132608,runs/train-B8_G2048_xor1-embedding_23-9cece1f896558e0a
B8_G2048_xor1,embedding_37,train,PASS,170,194.62,23,0.233918,0,0,3055616,132608,runs/train-B8_G2048_xor1-embedding_37-aeed18e0839dd6c2
B8_G2048_xor1,embedding_53,train,PASS,171,193.488,23,0.232558,0,0,3055616,132608,runs/train-B8_G2048_xor1-embedding_53-714d79ea14ec0829
B8_G2048_xor1,embedding_71,train,PASS,166,199.281,24,0.239521,0,0,3055616,132608,runs/train-B8_G2048_xor1-embedding_71-8d14dcab845d7f13
B8_G512_xor3,gemm,train,PASS,3357,117.098,67,0.114354,0,0,3055616,132608,runs/train-B8_G512_xor3-gemm-49468000590ac08b
B8_G512_xor3,gemm_tail,train,PASS,1636,55.047,24,0.0537569,0,0,3055616,132608,runs/train-B8_G512_xor3-gemm_tail-41ac7a6589d2be55
B8_G512_xor3,prefill,train,PASS,6386,25.6521,15,0.0250509,0,0,3055616,132608,runs/train-B8_G512_xor3-prefill-3eb4d9db9b1daed6
B8_G512_xor3,decode,train,PASS,3873,68.1962,17,0.0684047,0,0,3055616,132608,runs/train-B8_G512_xor3-decode-490ac8c356ee7d18
B8_G512_xor3,convolution,train,PASS,2732,46.554,300,0.0528723,0,0,3055616,132608,runs/train-B8_G512_xor3-convolution-ba9059695306ff70
B8_G512_xor3,transpose,train,PASS,180,181.039,32,0.353591,0,0,3055616,132608,runs/train-B8_G512_xor3-transpose-b009e3f9c20606c8
B8_G512_xor3,concurrent,train,PASS,13216,69.4185,768,0.096845,0,0,3055616,132608,runs/train-B8_G512_xor3-concurrent-9c7d73bbe5d89dd4
B8_G512_xor3,embedding_11,train,PASS,151,218.947,22,0.263158,0,0,3055616,132608,runs/train-B8_G512_xor3-embedding_11-def720610f531cce
B8_G512_xor3,embedding_23,train,PASS,147,224.865,22,0.27027,0,0,3055616,132608,runs/train-B8_G512_xor3-embedding_23-959380cd81445115
B8_G512_xor3,embedding_37,train,PASS,147,224.865,22,0.27027,0,0,3055616,132608,runs/train-B8_G512_xor3-embedding_37-4c8add32d7f2071e
B8_G512_xor3,embedding_53,train,PASS,146,226.395,22,0.272109,0,0,3055616,132608,runs/train-B8_G512_xor3-embedding_53-0fb61bdb4cda6569
B8_G512_xor3,embedding_71,train,PASS,149,221.867,22,0.266667,0,0,3055616,132608,runs/train-B8_G512_xor3-embedding_71-30ab4bc88259cdb1
B8_G128_xor1,gemm,train,PASS,3309,118.796,67,0.116012,0,0,3055616,132608,runs/train-B8_G128_xor1-gemm-354e0a20cafe7744
B8_G128_xor1,gemm_tail,train,PASS,1634,55.1144,22,0.0538226,0,0,3055616,132608,runs/train-B8_G128_xor1-gemm_tail-7c5e68e5b196742d
B8_G128_xor1,prefill,train,PASS,6374,25.7004,11,0.025098,0,0,3055616,132608,runs/train-B8_G128_xor1-prefill-dec22f3b15237276
B8_G128_xor1,decode,train,PASS,3870,68.249,13,0.0684578,0,0,3055616,132608,runs/train-B8_G128_xor1-decode-09692bd650927f3e
B8_G128_xor1,convolution,train,PASS,2719,46.7765,293,0.053125,0,0,3055616,132608,runs/train-B8_G128_xor1-convolution-b05c4a8e371f7930
B8_G128_xor1,transpose,train,PASS,153,212.779,17,0.415584,0,0,3055616,132608,runs/train-B8_G128_xor1-transpose-ed8405bd80058611
B8_G128_xor1,concurrent,train,PASS,13223,69.3817,768,0.0967937,0,0,3055616,132608,runs/train-B8_G128_xor1-concurrent-a398688f541255e4
B8_G128_xor1,embedding_11,train,PASS,151,218.947,22,0.263158,0,0,3055616,132608,runs/train-B8_G128_xor1-embedding_11-1d773a0e1bc541c6
B8_G128_xor1,embedding_23,train,PASS,148,223.356,22,0.268456,0,0,3055616,132608,runs/train-B8_G128_xor1-embedding_23-ca451ebe1fa52472
B8_G128_xor1,embedding_37,train,PASS,148,223.356,22,0.268456,0,0,3055616,132608,runs/train-B8_G128_xor1-embedding_37-516fcccc44ce11ae
B8_G128_xor1,embedding_53,train,PASS,150,220.397,22,0.264901,0,0,3055616,132608,runs/train-B8_G128_xor1-embedding_53-228c6b8a44d36930
B8_G128_xor1,embedding_71,train,PASS,150,220.397,22,0.264901,0,0,3055616,132608,runs/train-B8_G128_xor1-embedding_71-6eefcba89d9087e4
B8_G128_xor0,gemm,train,PASS,3293,119.373,65,0.116576,0,0,3055616,132608,runs/train-B8_G128_xor0-gemm-24085bf55e432c66
B8_G128_xor0,gemm_tail,train,PASS,1634,55.1144,22,0.0538226,0,0,3055616,132608,runs/train-B8_G128_xor0-gemm_tail-dbc452449ed2069d
B8_G128_xor0,prefill,train,PASS,6378,25.6843,12,0.0250823,0,0,3055616,132608,runs/train-B8_G128_xor0-prefill-48e8129907e4a9a1
B8_G128_xor0,decode,train,PASS,3871,68.2314,16,0.0684401,0,0,3055616,132608,runs/train-B8_G128_xor0-decode-569a0783f646708a
B8_G128_xor0,convolution,train,PASS,2735,46.5029,303,0.0528143,0,0,3055616,132608,runs/train-B8_G128_xor0-convolution-31884ba0e5d0ee10
B8_G128_xor0,transpose,train,PASS,154,211.406,19,0.412903,0,0,3055616,132608,runs/train-B8_G128_xor0-transpose-e6b7a85f6581994f
B8_G128_xor0,concurrent,train,PASS,13218,69.408,768,0.0968303,0,0,3055616,132608,runs/train-B8_G128_xor0-concurrent-c358e68b9d8a2800
B8_G128_xor0,embedding_11,train,PASS,152,217.516,22,0.261438,0,0,3055616,132608,runs/train-B8_G128_xor0-embedding_11-d54331e2171951cc
B8_G128_xor0,embedding_23,train,PASS,151,218.947,22,0.263158,0,0,3055616,132608,runs/train-B8_G128_xor0-embedding_23-beb69dd9e76c6725
B8_G128_xor0,embedding_37,train,PASS,150,220.397,22,0.264901,0,0,3055616,132608,runs/train-B8_G128_xor0-embedding_37-1281778eca2d7309
B8_G128_xor0,embedding_53,train,PASS,152,217.516,22,0.261438,0,0,3055616,132608,runs/train-B8_G128_xor0-embedding_53-85ba8d9b5607cbb9
B8_G128_xor0,embedding_71,train,PASS,153,216.104,22,0.25974,0,0,3055616,132608,runs/train-B8_G128_xor0-embedding_71-a1272beef8fe6371
B8_G128_modulo0,gemm,train,PASS,4443,88.4824,485,0.0864086,0,0,3055616,132608,runs/train-B8_G128_modulo0-gemm-a29709cd7681f850
B8_G128_modulo0,gemm_tail,train,PASS,1717,52.4517,90,0.0512224,0,0,3055616,132608,runs/train-B8_G128_modulo0-gemm_tail-ac593b9a720f7cfd
B8_G128_modulo0,prefill,train,PASS,6373,25.7044,11,0.025102,0,0,3055616,132608,runs/train-B8_G128_modulo0-prefill-07d3199dd6dff977
B8_G128_modulo0,decode,train,PASS,3867,68.302,10,0.0685109,0,0,3055616,132608,runs/train-B8_G128_modulo0-decode-7322f0a1a49c3c8c
B8_G128_modulo0,convolution,train,PASS,2729,46.6051,304,0.0529304,0,0,3055616,132608,runs/train-B8_G128_modulo0-convolution-00d4472207766f67
B8_G128_modulo0,transpose,train,PASS,155,210.051,18,0.410256,0,0,3055616,132608,runs/train-B8_G128_modulo0-transpose-ecbe819bc9722d58
B8_G128_modulo0,concurrent,train,PASS,13620,67.3595,768,0.0939725,0,0,3055616,132608,runs/train-B8_G128_modulo0-concurrent-15180c3234ec20c8
B8_G128_modulo0,embedding_11,train,PASS,149,221.867,22,0.266667,0,0,3055616,132608,runs/train-B8_G128_modulo0-embedding_11-137596bff60ea275
B8_G128_modulo0,embedding_23,train,PASS,149,221.867,22,0.266667,0,0,3055616,132608,runs/train-B8_G128_modulo0-embedding_23-d760202be9ffd15d
B8_G128_modulo0,embedding_37,train,PASS,148,223.356,22,0.268456,0,0,3055616,132608,runs/train-B8_G128_modulo0-embedding_37-67306ecf8f1872f9
B8_G128_modulo0,embedding_53,train,PASS,146,226.395,22,0.272109,0,0,3055616,132608,runs/train-B8_G128_modulo0-embedding_53-de22b2755e96bcb5
B8_G128_modulo0,embedding_71,train,PASS,151,218.947,22,0.263158,0,0,3055616,132608,runs/train-B8_G128_modulo0-embedding_71-54057583b76b04d4
B16_G512_xor1,gemm,train,PASS,3345,117.518,73,0.114764,0,0,3325952,322560,runs/train-B16_G512_xor1-gemm-dcf72f98e8dc06b0
B16_G512_xor1,gemm_tail,train,PASS,1642,54.846,26,0.0535606,0,0,3325952,322560,runs/train-B16_G512_xor1-gemm_tail-1d57c89662dba35f
B16_G512_xor1,prefill,train,PASS,6415,25.5362,28,0.0249377,0,0,3325952,322560,runs/train-B16_G512_xor1-prefill-d11791b5885f2ebd
B16_G512_xor1,decode,train,PASS,3887,67.9506,39,0.0671296,0,0,3325952,322560,runs/train-B16_G512_xor1-decode-2cd4505e10ddebec
B16_G512_xor1,convolution,train,PASS,2787,45.6356,343,0.044566,0,0,3325952,322560,runs/train-B16_G512_xor1-convolution-009b3c3e08b57e61
B16_G512_xor1,transpose,train,PASS,165,197.398,24,0.192771,0,0,3325952,322560,runs/train-B16_G512_xor1-transpose-9c531c4e0b5103ec
B16_G512_xor1,concurrent,train,PASS,13244,69.2717,768,0.0676482,0,0,3325952,322560,runs/train-B16_G512_xor1-concurrent-7863439164a89704
B16_G512_xor1,embedding_11,train,PASS,166,199.281,22,0.215569,0,0,3325952,322560,runs/train-B16_G512_xor1-embedding_11-362f118aed3fb2b3
B16_G512_xor1,embedding_23,train,PASS,171,193.488,23,0.209302,0,0,3325952,322560,runs/train-B16_G512_xor1-embedding_23-eba43a25bde183f2
B16_G512_xor1,embedding_37,train,PASS,170,194.62,23,0.210526,0,0,3325952,322560,runs/train-B16_G512_xor1-embedding_37-e2a8234bafed7fcc
B16_G512_xor1,embedding_53,train,PASS,167,198.095,22,0.214286,0,0,3325952,322560,runs/train-B16_G512_xor1-embedding_53-f9272e67219cfdb6
B16_G512_xor1,embedding_71,train,PASS,174,190.171,22,0.205714,0,0,3325952,322560,runs/train-B16_G512_xor1-embedding_71-0ef74b18df45ea58
B16_G512_xor2,gemm,train,PASS,3393,115.89,70,0.113174,0,0,3325952,322560,runs/train-B16_G512_xor2-gemm-a0ea9ed54d11d9fd
B16_G512_xor2,gemm_tail,train,PASS,1642,54.846,26,0.0535606,0,0,3325952,322560,runs/train-B16_G512_xor2-gemm_tail-4232411d752d25bc
B16_G512_xor2,prefill,train,PASS,6426,25.4964,25,0.0248988,0,0,3325952,322560,runs/train-B16_G512_xor2-prefill-09c8bb5cd8811239
B16_G512_xor2,decode,train,PASS,3911,67.5337,51,0.0667178,0,0,3325952,322560,runs/train-B16_G512_xor2-decode-17b5f887f04fe7cd
B16_G512_xor2,convolution,train,PASS,2788,45.6192,343,0.04455,0,0,3325952,322560,runs/train-B16_G512_xor2-convolution-015d16619a43c6b2
B16_G512_xor2,transpose,train,PASS,165,197.398,24,0.192771,0,0,3325952,322560,runs/train-B16_G512_xor2-transpose-8047eb9acc36c329
B16_G512_xor2,concurrent,train,PASS,13236,69.3136,768,0.0676891,0,0,3325952,322560,runs/train-B16_G512_xor2-concurrent-8511bcf3af4cb13d
B16_G512_xor2,embedding_11,train,PASS,169,195.765,24,0.211765,0,0,3325952,322560,runs/train-B16_G512_xor2-embedding_11-e9cfd00a9a017ceb
B16_G512_xor2,embedding_23,train,PASS,174,190.171,23,0.205714,0,0,3325952,322560,runs/train-B16_G512_xor2-embedding_23-bba85cd1532510f1
B16_G512_xor2,embedding_37,train,PASS,173,191.264,23,0.206897,0,0,3325952,322560,runs/train-B16_G512_xor2-embedding_37-63ea38d9c30006ff
B16_G512_xor2,embedding_53,train,PASS,172,192.37,24,0.208092,0,0,3325952,322560,runs/train-B16_G512_xor2-embedding_53-e103ee22b3a3df37
B16_G512_xor2,embedding_71,train,PASS,172,192.37,22,0.208092,0,0,3325952,322560,runs/train-B16_G512_xor2-embedding_71-b48710e55b4756aa
B16_G64_xor1,gemm,train,PASS,3320,118.403,66,0.115628,0,0,3325952,322560,runs/train-B16_G64_xor1-gemm-b65ded63aea6db5f
B16_G64_xor1,gemm_tail,train,PASS,1636,55.047,22,0.0537569,0,0,3325952,322560,runs/train-B16_G64_xor1-gemm_tail-38f17c8d658452a6
B16_G64_xor1,prefill,train,PASS,6372,25.7085,10,0.0251059,0,0,3325952,322560,runs/train-B16_G64_xor1-prefill-f53271394248121d
B16_G64_xor1,decode,train,PASS,3867,68.302,13,0.0674767,0,0,3325952,322560,runs/train-B16_G64_xor1-decode-c6ddbe263d44b59c
B16_G64_xor1,convolution,train,PASS,2726,46.6564,297,0.0455629,0,0,3325952,322560,runs/train-B16_G64_xor1-convolution-c6ffc9ba3ce08382
B16_G64_xor1,transpose,train,PASS,145,224.438,10,0.219178,0,0,3325952,322560,runs/train-B16_G64_xor1-transpose-5d92289acff0f0eb
B16_G64_xor1,concurrent,train,PASS,13236,69.3136,768,0.0676891,0,0,3325952,322560,runs/train-B16_G64_xor1-concurrent-1cdd3c24d09da08d
